,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
398,398,398,398,398,398,398,398,1083983270658756611,1083983270658756611,1547276725000,2019-01-12,10:35:25,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#مبین 83 واحد منفی
#حکشتی 82 واحد مثبت
#کچاد 80 واحد مثبت
#شخارک 40 واحد مثبت
#وتجارت 38 واحد مثبت
#شپنا 38 واحد مثبت
#کگل 36 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#مبین', '#حکشتی', '#کچاد', '#شخارک', '#وتجارت', '#شپنا', '#کگل', '#بورس']",[],https://twitter.com/abandidgah/status/1083983270658756611,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.7563923001289368
399,399,399,399,399,399,399,399,1083983334961627136,1083983334961627136,1547276741000,2019-01-12,10:35:41,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 119 میلیون سهم
#وپاسار 71.7 میلیون سهم
#خساپا 55.7 میلیون سهم
#وتجارت 54.7 میلیون سهم
#ونیرو 38.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وپاسار', '#خساپا', '#وتجارت', '#ونیرو', '#بورس']",[],https://twitter.com/abandidgah/status/1083983334961627136,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.19877323508262634
400,400,400,400,400,400,400,400,1083991656733519873,1083991656733519873,1547278725000,2019-01-12,11:08:45,430,986116312920453120,abandidgah,دیدگاه آبان,,"افزایش عرضه در گروه بانک مجددا عقب نشینی بیش از سه درصدی نمادهای #وتجارت، #وبملت و #وبصادر را به دنبال داشته است. صف خرید نماد #دی نیز در حال عرضه می باشد.
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وبملت', '#وبصادر', '#دی', '#بورس']",[],https://twitter.com/abandidgah/status/1083991656733519873,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4539023339748383
401,401,401,401,401,401,401,401,1084036736554913792,1084036736554913792,1547289473000,2019-01-12,14:07:53,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 172.8 میلیون سهم
#دی 166.8 میلیون سهم
#وتجارت 159.3 میلیون سهم
#وپاسار 134.4 میلیون سهم
#خساپا 86.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#دی', '#وتجارت', '#وپاسار', '#خساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1084036736554913792,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2966834604740143
402,402,402,402,402,402,402,402,1084331766595313664,1084331766595313664,1547359813000,2019-01-13,09:40:13,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك امروز مجددا نماد #دی و #وپست مورد توجه اند و به صف خرید نیز رسیده اند و معاملات در نمادهای #وبملت، #وتجارت، #وبصادر و #وسینا نیز با رشد پیگیری می شود.
#بورس",[],[],[],0,0,0,"['#دی', '#وپست', '#وبملت', '#وتجارت', '#وبصادر', '#وسینا', '#بورس']",[],https://twitter.com/abandidgah/status/1084331766595313664,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9230585098266602
403,403,403,403,403,403,403,403,1084340423840083969,1084340423840083969,1547361877000,2019-01-13,10:14:37,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 69 میلیون سهم
#ذوب 68.2 میلیون سهم
#خپارس 68.2 میلیون سهم
##دی 54.3 میلیون سهم
وساپا 45.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ذوب', '#خپارس', '#دی', '#بورس']",[],https://twitter.com/abandidgah/status/1084340423840083969,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.242210254073143
404,404,404,404,404,404,404,404,1084358677505527810,1084358677505527810,1547366229000,2019-01-13,11:27:09,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#خساپا 270.4 میلیون سهم
#خپارس 127.7 میلیون سهم
#وتجارت 106.3 میلیون سهم
#ذوب 91.8 میلیون سهم
#وساپا 72.5 میلیون سهم
#بورس",[],[],[],0,0,0,"['#خساپا', '#خپارس', '#وتجارت', '#ذوب', '#وساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1084358677505527810,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.17376041412353516
405,405,405,405,405,405,405,405,1084358711701696512,1084358711701696512,1547366237000,2019-01-13,11:27:17,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانک وضعیت معامات بهبود نسبی را تجربه می نماید. #وکار به صف خرید رسیده و #وبملت، #وتجارت و #وبصادر با افزایش تقاضا به محدوده های مثبت معاملاتی رسیده اند.
#بورس",[],[],[],0,0,0,"['#وکار', '#وبملت', '#وتجارت', '#وبصادر', '#بورس']",[],https://twitter.com/abandidgah/status/1084358711701696512,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5829145312309265
406,406,406,406,406,406,406,406,1084384519724032000,1084384519724032000,1547372391000,2019-01-13,13:09:51,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#خساپا 405.3 میلیون سهم
#وتجارت 219.3 میلیون سهم
#خپارس 159 میلیون سهم
#ذوب 143.3 میلیون سهم
#وپاسار 97.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#خساپا', '#وتجارت', '#خپارس', '#ذوب', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1084384519724032000,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2857137620449066
407,407,407,407,407,407,407,407,1084694222349824000,1084694222349824000,1547446229000,2019-01-14,09:40:29,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك مجددا شاهد افزايش تقاضا هستيم كه جدي تر شدن بحث افزايش سرمايه نماد #وتجارت از دلايل عمده اقبال به اين نماد مي باشد. #وتجارت،  #وبصادر، #وبملت، #وپست و # دي از نمادهاي مورد توجه بازارند.
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وتجارت', '#وبصادر', '#وبملت', '#وپست', '#بورس']",[],https://twitter.com/abandidgah/status/1084694222349824000,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9467535018920898
408,408,408,408,408,408,408,408,1084707985077596161,1084707985077596161,1547449511000,2019-01-14,10:35:11,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#فولاد 112 واحد مثبت
#وتجارت 82 واحد مثبت
#پارس 71 واحد منفی
#شپنا 68 واحد منفی
#وبملت 68 واحد مثبت
#خساپا 54 واحد منفی
#شاراک 44 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#فولاد', '#وتجارت', '#پارس', '#شپنا', '#وبملت', '#خساپا', '#شاراک', '#بورس']",[],https://twitter.com/abandidgah/status/1084707985077596161,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6446871757507324
409,409,409,409,409,409,409,409,1084709548189921280,1084709548189921280,1547449883000,2019-01-14,10:41:23,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 154.3 میلیون سهم
#خساپا 91.3 میلیون سهم
#وپست 80 میلیون سهم
#ونیرو2 66 میلیون سهم
#وپاسار 65.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#وپست', '#ونیرو2', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1084709548189921280,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.23654599487781525
410,410,410,410,410,410,410,410,1084747026934296576,1084747026934296576,1547458819000,2019-01-14,13:10:19,430,986116312920453120,abandidgah,دیدگاه آبان,,"در پایان معاملات روز جاری شاخص کل با بیشترین تاثیر از رشد نمادهای #فولاد، #وتجارت و #دعبید با رشد حدود 202 واحدی مواجه شد. رشد محدود گروه های بزرگ در کنار توجه به تک نمادها رشد شاخص کل را در پی داشت در حالی که اقبال بازار به نمادهای کوچک رشد 180 واحدی شاخص هم وزن را رقم زد.
#بورس",[],[],[],0,0,1,"['#فولاد', '#وتجارت', '#دعبید', '#بورس']",[],https://twitter.com/abandidgah/status/1084747026934296576,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.18271958827972407
411,411,411,411,411,411,411,411,1084752915376422913,1084752915376422913,1547460223000,2019-01-14,13:33:43,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#فولاد 106 واحد مثبت
#کگل 78 واحد منفی
#وتجارت 77 واحد مثبت
#خودرو 67 واحد منفی
#خساپا 60 واحد منفی
#پارس 59 واحد منفی
#دعبید 54 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#فولاد', '#کگل', '#وتجارت', '#خودرو', '#خساپا', '#پارس', '#دعبید', '#بورس']",[],https://twitter.com/abandidgah/status/1084752915376422913,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6068549156188965
412,412,412,412,412,412,412,412,1084752988424482817,1084752988424482817,1547460240000,2019-01-14,13:34:00,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 215.8 میلیون سهم
#خساپا 158.7 میلیون سهم
#وپاسار 125.7 میلیون سهم
#ذوب 109.8 میلیون سهم
#وپست 100.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#وپاسار', '#ذوب', '#وپست', '#بورس']",[],https://twitter.com/abandidgah/status/1084752988424482817,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.14739155769348145
413,413,413,413,413,413,413,413,1085054518922891264,1085054518922891264,1547532131000,2019-01-15,09:32:11,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وتجارت مجددا با افزایش تقاضا روبروست و امروز از سطح 1700 ریالی نیز گذشته است. #وبملت، #وبصادر، #دی، #وکار با معاملاتی اصلاحی مواجه هستند و #وپست، #وسینا و #وپارس از نمادهای همراه با صف خرید گروه هستند.
#بورس",[],[],[],0,0,0,"['#وتجارت', '#وبملت', '#وبصادر', '#دی', '#وکار', '#وپست', '#وسینا', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1085054518922891264,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9009937047958374
414,414,414,414,414,414,414,414,1085063251472277504,1085063251472277504,1547534213000,2019-01-15,10:06:53,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وسینا 83.5 میلیون سهم
#وتجارت 74.8 میلیون سهم
#خساپا 68.6 میلیون سهم
#وپارس 43.8 میلیون سهم
#ذوب 42.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وسینا', '#وتجارت', '#خساپا', '#وپارس', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/1085063251472277504,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2694437205791473
415,415,415,415,415,415,415,415,1085095841205968896,1085095841205968896,1547541983000,2019-01-15,12:16:23,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانک #وتجارت تا صفر تابلو عقب نشینی داشته و #دی به کف مجاز رسیده، #وبملت و #ونوین بیش از سه درصد افت داشته اند. #وپست، #وسینا، #وکار و#وپارس همچنان صف خرید راحفظ کرده اند.
#بورس",[],[],[],0,0,0,"['#وتجارت', '#دی', '#وبملت', '#ونوین', '#وپست', '#وسینا', '#وکار', '#بورس']",[],https://twitter.com/abandidgah/status/1085095841205968896,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5357925295829773
416,416,416,416,416,416,416,416,1085112376293154816,1085112376293154816,1547545925000,2019-01-15,13:22:05,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#خساپا 210.4 میلیون سهم
#وتجارت 167.7 میلیون سهم
#ذوب 125.9 میلیون سهم
#وبملت 118.2 میلیون سهم
#وسینا 117.1 میلیون سهم
#بورس",[],[],[],0,0,0,"['#خساپا', '#وتجارت', '#ذوب', '#وبملت', '#وسینا', '#بورس']",[],https://twitter.com/abandidgah/status/1085112376293154816,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2607480585575104
417,417,417,417,417,417,417,417,1085419296896024578,1085419296896024578,1547619101000,2019-01-16,09:41:41,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وبملت، #وتجارت، #وپست و #وکار مورد توجهند و رشد بیش از سه درصدی را تجربه می نمایند.
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#وپست', '#وکار', '#بورس']",[],https://twitter.com/abandidgah/status/1085419296896024578,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9945882558822632
418,418,418,418,418,418,418,418,1085424995654819841,1085424995654819841,1547620459000,2019-01-16,10:04:19,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#وبملت 148 واحد مثبت
#رمپنا 89 واحد مثبت
#وتجارت 78 واحد مثبت
#شبندر 47 واحد مثبت
#شبهرن 43 واحد منفی
#وبصادر 38 واحد مثبت
#شبریز 35 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#وبملت', '#رمپنا', '#وتجارت', '#شبندر', '#شبهرن', '#وبصادر', '#شبریز', '#بورس']",[],https://twitter.com/abandidgah/status/1085424995654819841,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.7881662845611572
419,419,419,419,419,419,419,419,1085425137065717761,1085425137065717761,1547620493000,2019-01-16,10:04:53,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبملت 137.5 میلیون سهم
#وتجارت 77.3 میلیون سهم
#وپست 75.4 میلیون سهم
#وسبحان 70.2 میلیون سهم
#خساپا 58.7 میلیون سهم
#بورس",[],[],[],0,0,1,"['#وبملت', '#وتجارت', '#وپست', '#وسبحان', '#خساپا', '#بورس']",[],https://twitter.com/abandidgah/status/1085425137065717761,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2957760989665985
420,420,420,420,420,420,420,420,1085449450426818560,1085449450426818560,1547626290000,2019-01-16,11:41:30,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#وبملت 146 واحد مثبت
#شبندر 82 واحد مثبت
#رمپنا 80 واحد مثبت
#وتجارت 75 واحد مثبت
#کچاد 67 واحد منفی
#خساپا 46 واحد منفی
#فملی 45 واحد منفی
#بورس",[],[],[],0,0,0,"['#شاخص', '#وبملت', '#شبندر', '#رمپنا', '#وتجارت', '#کچاد', '#خساپا', '#فملی', '#بورس']",[],https://twitter.com/abandidgah/status/1085449450426818560,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.671626091003418
421,421,421,421,421,421,421,421,1085449511109939200,1085449511109939200,1547626304000,2019-01-16,11:41:44,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبملت 171.9 میلیون سهم
#خساپا 117.5 میلیون سهم
#وتجارت 99.2 میلیون سهم
#وپست 86 میلیون سهم
#وسبحان 77.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبملت', '#خساپا', '#وتجارت', '#وپست', '#وسبحان', '#بورس']",[],https://twitter.com/abandidgah/status/1085449511109939200,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2599547803401947
422,422,422,422,422,422,422,422,1085468848118091777,1085468848118091777,1547630915000,2019-01-16,12:58:35,430,986116312920453120,abandidgah,دیدگاه آبان,,"در پایان معاملات روز جاری شاخص کل با بیشترین تاثیر از رشد نمادهای #وبملت، #شبندر، #رمپنا، #ومعادن و #وتجارت با رشد حدود 149 واحدی مواجه شد. رشد قیمت در گروه بانک و توجه مجدد به برخی از تک نمادهای در گروه های بزرگ بازار رشد شاخص کل را در پی داشت.
#بورس",[],[],[],0,0,2,"['#وبملت', '#شبندر', '#رمپنا', '#ومعادن', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/1085468848118091777,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4295305609703064
423,423,423,423,423,423,423,423,1085508919626100741,1085508919626100741,1547640468000,2019-01-16,15:37:48,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#وبملت 137 واحد مثبت
#شبندر 102 واحد مثبت
#رمپنا 89 واحد مثبت
#ومعادن 88 واحد مثبت
#وتجارت 72 واحد مثبت
#فارس 60 واحد منفی
#فملی 55 واحد منفی
#بورس",[],[],[],0,0,0,"['#شاخص', '#وبملت', '#شبندر', '#رمپنا', '#ومعادن', '#وتجارت', '#فارس', '#فملی', '#بورس']",[],https://twitter.com/abandidgah/status/1085508919626100741,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9093632698059082
424,424,424,424,424,424,424,424,1085508984344260609,1085508984344260609,1547640484000,2019-01-16,15:38:04,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبملت 214.6 میلیون سهم
#خساپا 203.4 میلیون سهم
#وتجارت 156.7 میلیون سهم
#وپاسار 116.3 میلیون سهم
#وپست 106.4 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبملت', '#خساپا', '#وتجارت', '#وپاسار', '#وپست', '#بورس']",[],https://twitter.com/abandidgah/status/1085508984344260609,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1656671017408371
425,425,425,425,425,425,425,425,1086506886076149760,1086506886076149760,1547878402000,2019-01-19,09:43:22,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك با توجه به رشد دیگر گروه های بزرگ شاهد آغازی منفی در اکثر نمادهای هستیم. #وپست  بیشترین فشار فروش را دارد و #بملت، #وتجارت و #وپارس افت بیش از 1 درصدی را در ابتدای بازار ثبت کرده اند.
#بورس",[],[],[],0,0,0,"['#وپست', '#بملت', '#وتجارت', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/1086506886076149760,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6980838775634766
426,426,426,426,426,426,426,426,1086519816549101570,1086519816549101570,1547881485000,2019-01-19,10:34:45,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#خساپا 50.6 میلیون سهم
#وبملت 43.5 میلیون سهم
#وتجارت 37.8 میلیون سهم
#خمهر 31 میلیون سهم
#وپاسار 30.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#خساپا', '#وبملت', '#وتجارت', '#خمهر', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1086519816549101570,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.22462525963783264
427,427,427,427,427,427,427,427,1086538624529616896,1086538624529616896,1547885969000,2019-01-19,11:49:29,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#خساپا 101.5 میلیون سهم
#وپاسار 73.2 میلیون سهم
#وبملت 71.4 میلیون سهم
#وتجارت 58.3 میلیون سهم
#خمهر 39.4 میلیون سهم
#بورس",[],[],[],0,0,0,"['#خساپا', '#وپاسار', '#وبملت', '#وتجارت', '#خمهر', '#بورس']",[],https://twitter.com/abandidgah/status/1086538624529616896,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1570257693529129
428,428,428,428,428,428,428,428,1086573851138449408,1086573851138449408,1547894368000,2019-01-19,14:09:28,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#خساپا 132.9 میلیون سهم
#وبملت 106.9 میلیون سهم
#وتجارت 106.1 میلیون سهم
#وپاسار 98.6 میلیون سهم
#ذوب 67.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#خساپا', '#وبملت', '#وتجارت', '#وپاسار', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/1086573851138449408,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.3180348575115204
429,429,429,429,429,429,429,429,1086876680516292609,1086876680516292609,1547966568000,2019-01-20,10:12:48,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#فاراک 55.7 میلیون سهم
#وبصادر 50.4 میلیون سهم
#وتجارت 36.9 میلیون سهم
#شپنا 32.2 میلیون سهم
#ذوب 29.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#فاراک', '#وبصادر', '#وتجارت', '#شپنا', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/1086876680516292609,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.3139593303203583
430,430,430,430,430,430,430,430,1086904234195353600,1086904234195353600,1547973137000,2019-01-20,12:02:17,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانک نیز شاهد معاملاتی منفی هستیم و فشار فروش #وپست را تا کف مجاز قیمت رسانده و #وبملت، #وتجارت و #وپاسار افت حدود  سه درصدی را تجربه می نمایند.
#بورس",[],[],[],0,0,0,"['#وپست', '#وبملت', '#وتجارت', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1086904234195353600,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.7075258493423462
431,431,431,431,431,431,431,431,1086922350442950656,1086922350442950656,1547977457000,2019-01-20,13:14:17,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 195.4 میلیون سهم
#خساپا 128.5 میلیون سهم
#وبملت 123.5 میلیون سهم
#فاراک 111.5 میلیون سهم
#وبصادر 108.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#وبملت', '#فاراک', '#وبصادر', '#بورس']",[],https://twitter.com/abandidgah/status/1086922350442950656,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2946459650993347
432,432,432,432,432,432,432,432,1087237491680108544,1087237491680108544,1548052592000,2019-01-21,10:06:32,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبملت 216.6 میلیون سهم
#وتجارت 131.3 میلیون سهم
#ذوب 67.8 میلیون سهم
#وپاسار 41 میلیون سهم
#فاراک 25.5 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبملت', '#وتجارت', '#ذوب', '#وپاسار', '#فاراک', '#بورس']",[],https://twitter.com/abandidgah/status/1087237491680108544,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.1628507375717163
433,433,433,433,433,433,433,433,1087314086268932096,1087240777259012101,1548070854000,2019-01-21,15:10:54,430,948851442080731136,mohammd70w,mohammad,,#وتجارت فردا کل بازرو مثبت میکنه,[],[],[],0,0,2,['#وتجارت'],[],https://twitter.com/mohammd70w/status/1087314086268932096,False,,0,,,,,,,"[{'user_id': '948851442080731136', 'username': 'mohammd70w'}]",,,,,0.21813595294952395
434,434,434,434,434,434,434,434,1087584411476930560,1087584411476930560,1548135304000,2019-01-22,09:05:04,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف های خرید
#وتجارت 242.2 میلیون سهم
#ستران 30.6 میلیون سهم
#حآسا 16.9 میلیون سهم
#سخزر 11 میلیون سهم
#فلامی 4.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ستران', '#حآسا', '#سخزر', '#فلامی', '#بورس']",[],https://twitter.com/abandidgah/status/1087584411476930560,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.6384633779525757
435,435,435,435,435,435,435,435,1087587799866302464,1087587799866302464,1548136112000,2019-01-22,09:18:32,430,986116312920453120,abandidgah,دیدگاه آبان,,"بازار كم حجم و با گرايش مجدد به گروه بانك با پيشتازي نماد #وتجارت آغاز به كار كرده است. در ديگر گروه ها معاملات كم حجم و نوساني آغاز شده است.
#بورس",[],[],[],0,0,1,"['#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/1087587799866302464,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.877415657043457
436,436,436,436,436,436,436,436,1087596242652127233,1087596242652127233,1548138125000,2019-01-22,09:52:05,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانك نماد #وتجارت با معاملات پرحجم در سقف مجاز قیمتی همراه هتسو البته جو گروه را نیز تا حدودی با خود همراه نموده است. عرضه مکرر صف خرید این نماد عقب نشینی بقیه نمادهای را نیز در پی داشته و نماد #ونوین، #وخاور و #وپست نوساناتی منفی را نیز تجربه می نمایند. 
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ونوین', '#وخاور', '#وپست', '#بورس']",[],https://twitter.com/abandidgah/status/1087596242652127233,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9080442190170288
437,437,437,437,437,437,437,437,1087601031855276032,1087601031855276032,1548139267000,2019-01-22,10:11:07,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#وتجارت 96 واحد مثبت
#وبصادر 68 واحد مثبت
#فولاد 55 واحد مثبت
#شاراک 48 واحد منفی
#فخوز 42 واحد مثبت
#پارس 36 واحد مثبت
#وبملت 35 واحد مثبت
#بورس",[],[],[],0,0,0,"['#شاخص', '#وتجارت', '#وبصادر', '#فولاد', '#شاراک', '#فخوز', '#پارس', '#وبملت', '#بورس']",[],https://twitter.com/abandidgah/status/1087601031855276032,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9034714698791504
438,438,438,438,438,438,438,438,1087601504704356352,1087601504704356352,1548139380000,2019-01-22,10:13:00,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 230.9 میلیون سهم
#خساپا 110.2 میلیون سهم
#وبملت 56.5 میلیون سهم
#ذوب 37.9 میلیون سهم
#وپاسار 30.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خساپا', '#وبملت', '#ذوب', '#وپاسار', '#بورس']",[],https://twitter.com/abandidgah/status/1087601504704356352,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.16095159947872162
